donor_id,age_group,gender,name,email,country,donation_type,donation_amount,donation_date,payment_method,newsletter_opt_in,referral_channel,sector,campaign
642e3a16-e795-43fb-946f-cba3b336d143,30-49,Female,Mary Adams,mary.adams120@yahoo.com,New Zealand,One-time,15.78,2024-08-11,Bank Transfer,True,Website,Consulting,Wildlife Rescue Van Drive
ba4ef72f-d813-4af7-a766-d37b6fa179a5,30-49,Male,Todd Henry,todd.henry476@yahoo.com,USA,One-time,16.66,2025-01-08,Cheque,True,Local event,Retail,Reforest the Sanctuary
c7a2ee6f-d166-4b08-b073-6dd1f443864c,30-49,Male,Joshua Smith,joshua.smith547@outlook.com,USA,One-time,110.97,2024-06-04,Credit Card,True,Word of mouth,Government,Jungle Education Project
0e213ce5-668e-410e-8d86-2412ae8cc97b,50-65,Female,Taylor Howard,taylor.howard126@yahoo.com,Australia,One-time,29.22,2024-09-22,Credit Card,False,Newsletter,Nonprofit,Reforest the Sanctuary
d757ad38-1498-40dd-970e-5af5f5ff3705,50-65,Female,Ann Nichols,ann.nichols412@outlook.com,USA,One-time,89.53,2024-05-18,Bank Transfer,True,Word of mouth,Pharmaceuticals,Jungle Education Project
a925de85-6258-4ce9-b7ae-ede80a119bac,50-65,Male,Matthew Thompson,matthew.thompson867@yahoo.com,UK,One-time,36.94,2023-11-04,Credit Card,False,Online advertising,Hospitality,Habitat for Hope
e29d650a-15b9-4c20-bc8b-7f1e5bf88967,50-65,Female,Stephanie Mccoy,stephanie.mccoy689@charitymail.org,Germany,One-time,21.01,2024-09-22,Paypal,True,Word of mouth,Arts & Culture,Jungle Education Project
3d0d5c8f-97cb-4585-bf12-fe28b840d136,50-65,Male,Charles Lee,charles.lee412@gmail.com,Brazil,One-time,22.74,2024-06-09,Credit Card,True,Social Media,Others,Jungle Education Project
cfd0b040-d591-4d49-b707-371288b04b77,30-49,Male,Joshua Parker,joshua.parker873@gmail.com,USA,Monthly,81.54,2024-05-11,Paypal,False,Local event,Construction,Defend the Great Apes
a762b59c-ce9e-4929-b630-8a601e4182bb,50-65,Male,Mr. Anthony French Jr.,mr..jr.899@yahoo.com,UK,Monthly,161.74,2024-10-17,Credit Card,False,Word of mouth,Pharmaceuticals,Habitat for Hope
3ba4f2ba-9450-4024-bdb5-8d062621d32d,30-49,Male,Michael Sawyer,michael.sawyer272@gmail.com,Canada,Monthly,77.78,2025-04-24,Credit Card,False,Online advertising,Others,Jungle Education Project
9e4da214-eb03-4c4e-a83c-dff978a1d988,50-65,Female,Brenda Valdez,brenda.valdez58@gmail.com,South Africa,One-time,52.29,2023-07-21,Paypal,True,Online advertising,Energy,Marine Mammal Defense Mission
d21bf733-4ead-48d3-a797-f3ae0cca0c05,30-49,Male,Carlos Jackson,carlos.jackson125@hotmail.com,UK,One-time,32.68,2025-01-18,Paypal,False,Word of mouth,Healthcare,Jungle Education Project
1d3ae131-1b38-4581-9145-bd7fd15b5a37,30-49,Female,Carolyn Garza,carolyn.garza206@charitymail.org,Germany,Monthly,18.9,2024-06-15,Cheque,False,Local event,Law,Rescue Orphaned Gorillas
d5fd46d7-cfbf-4796-965c-1e3f6d1c31d6,30-49,Male,Daniel Brock,daniel.brock582@outlook.com,USA,One-time,62.06,2025-06-04,Paypal,False,Local event,Real Estate,Habitat for Hope
5253b6f7-2328-451e-8bbf-1b30937292e6,30-49,Male,Frederick Daugherty,frederick.daugherty963@hotmail.com,UK,One-time,4.55,2025-02-18,Credit Card,False,Online advertising,Environment,Reforest the Sanctuary
461de017-1ee9-4d3b-902f-4f5c55e39295,30-49,Female,Pamela Watkins,pamela.watkins949@gmail.com,Brazil,One-time,36.81,2023-09-29,Bank Transfer,True,Local event,Pharmaceuticals,Habitat for Hope
94fd0594-ecf9-4245-be5f-7e23704c19e2,66-80,Female,Melissa Tran,melissa.tran843@hotmail.com,Netherlands,One-time,4.3,2023-07-17,Credit Card,True,Newsletter,Energy,Defend the Great Apes
e12f3b21-0400-4940-a862-8b4ec714d549,50-65,Female,Sarah Salazar,sarah.salazar575@gmail.com,France,One-time,8.53,2024-06-07,Bank Transfer,False,Local event,Law,Jungle Education Project
48a2a172-e30c-4ee2-97fe-b937a6d977a1,50-65,Female,Cassie Davis,cassie.davis248@hotmail.com,USA,One-time,21.52,2024-04-17,Bank Transfer,True,Newsletter,Environment,Reforest the Sanctuary
455cf668-a3cb-4e18-a4a1-67fd34c6ea9b,50-65,Female,Patricia Schwartz,patricia.schwartz248@outlook.com,New Zealand,Monthly,185.72,2024-07-04,Bank Transfer,False,Website,Nonprofit,Defend the Great Apes
b79a566b-2e14-42be-98a5-47b209a18b34,50-65,Male,Todd Bishop,todd.bishop240@yahoo.com,Australia,One-time,23.4,2024-06-17,Bank Transfer,False,Social Media,Construction,Wildlife Rescue Van Drive
8ec61be5-012b-409e-ab35-8d15590cee67,30-49,Female,Lori Patton,lori.patton456@outlook.com,France,Monthly,105.79,2023-12-07,Bank Transfer,False,Newsletter,Logistics,Defend the Great Apes
fc9dc0d0-c2d9-4cc9-9cdb-f14e5ca59057,18-29,Male,Joseph Davis,joseph.davis547@hotmail.com,France,One-time,8.69,2024-07-16,Paypal,True,Website,Government,Marine Mammal Defense Mission
1cd889e2-3197-4167-8d95-ee7246c3e497,30-49,Female,Patricia Hopkins,patricia.hopkins512@yahoo.com,Australia,Monthly,152.44,2025-01-20,Bank Transfer,False,Website,Technology,Jungle Education Project
ec344cf0-ab8e-47a1-a8e6-01302d238ed1,30-49,Female,Tracy Wells,tracy.wells327@gmail.com,Canada,One-time,7.78,2023-07-19,Credit Card,True,Word of mouth,Government,Habitat for Hope
e3dc419d-ce1e-4d1f-9de7-df7b5594552b,18-29,Male,Dustin Hamilton,dustin.hamilton892@charitymail.org,Australia,One-time,36.77,2024-12-23,Cheque,True,Online advertising,Others,Wildlife Rescue Van Drive
0770d18f-c916-4147-a875-ad5d2d06f862,30-49,Female,Natalie Buckley,natalie.buckley103@hotmail.com,Germany,One-time,9.13,2024-06-06,Credit Card,False,Online advertising,Agriculture,Jungle Education Project
6b47ed61-5372-4bed-946b-448297bb9fbf,18-29,Male,Steven Griffith,steven.griffith995@outlook.com,Canada,One-time,20.95,2023-11-10,Paypal,False,Word of mouth,Agriculture,Marine Mammal Defense Mission
3cb3c9fa-191a-4b3d-ba4f-ece7537d66c6,50-65,Male,Gabriel Maxwell,gabriel.maxwell572@hotmail.com,Finland,Monthly,13.77,2024-12-08,Paypal,True,Website,Environment,Wildlife Rescue Van Drive
0de92f1b-7c02-44e5-95c8-9b2d7892d145,30-49,Male,James Walker,james.walker891@charitymail.org,France,One-time,73.32,2025-03-29,Bank Transfer,False,Online advertising,Education,Habitat for Hope
752e7613-22eb-49b1-9f9c-b7e06328143e,50-65,Female,Tanya Gibson,tanya.gibson600@charitymail.org,Finland,One-time,6.56,2024-11-25,Cheque,False,Newsletter,Law,Rescue Orphaned Gorillas
91941591-b134-458f-8837-59f82090f35e,30-49,Female,Vanessa Harris,vanessa.harris985@outlook.com,Brazil,Monthly,128.99,2023-07-31,Cheque,True,Social Media,Real Estate,Habitat for Hope
384852b6-57f4-48e0-82a5-9d7b2bd3d971,30-49,Female,Sarah Ellis,sarah.ellis762@outlook.com,New Zealand,One-time,25.83,2025-03-26,Paypal,False,Local event,Consulting,Reforest the Sanctuary
93ffc45f-2b80-444a-a7d3-f7709c8d1ade,30-49,Female,Rachel Little,rachel.little349@yahoo.com,Germany,One-time,9.5,2025-05-27,Paypal,True,Local event,Healthcare,Reforest the Sanctuary
3768c85b-fee3-4baa-9cb9-13b47d3d16ca,50-65,Female,Angelica Vincent,angelica.vincent340@outlook.com,Netherlands,One-time,21.33,2024-08-23,Bank Transfer,False,Social Media,Finance/Banking,Marine Mammal Defense Mission
3f71e1ae-3f24-4a6a-9f62-9d0cbc7637a0,66-80,Female,Diana Blair,diana.blair363@outlook.com,Canada,One-time,17.44,2024-02-12,Cheque,True,Website,Energy,Rescue Orphaned Gorillas
e5f3d466-92de-4df8-a9eb-d4462622e0d6,50-65,Female,Stephanie Vargas,stephanie.vargas405@yahoo.com,Netherlands,Monthly,95.32,2023-06-21,Credit Card,False,Social Media,Science & Research,Habitat for Hope
64f22a7c-87f7-47fa-acfa-855f089b5b49,66-80,Male,Andrew Ruiz DDS,andrew.dds258@outlook.com,Australia,One-time,4.71,2024-06-02,Paypal,True,Social Media,Retail,Habitat for Hope
c0c9c3ed-8ef9-4060-9545-7c643d922952,50-65,Female,Samantha Chavez,samantha.chavez637@yahoo.com,Germany,One-time,3.0,2023-06-27,Paypal,True,Local event,Hospitality,Wildlife Rescue Van Drive
ffbb4bcc-a5cb-4f6f-bd33-31644bb8ebe2,50-65,Male,Travis Anderson,travis.anderson317@gmail.com,India,One-time,17.52,2023-08-23,Cheque,True,Word of mouth,Healthcare,Marine Mammal Defense Mission
956abfdf-bf4e-4e46-9204-79cedba0c89e,50-65,Male,Eric Warner,eric.warner86@outlook.com,South Africa,Monthly,168.91,2023-07-05,Bank Transfer,True,Website,Construction,Habitat for Hope
df1e04cb-ca34-4e3c-af58-9a8167c5b29b,50-65,Female,Patricia Sawyer,patricia.sawyer622@hotmail.com,Canada,One-time,89.78,2024-03-14,Credit Card,False,Social Media,Construction,Rescue Orphaned Gorillas
b0d508a9-e4b8-4e89-a287-729e12194d94,50-65,Female,Madeline Dalton,madeline.dalton156@charitymail.org,UK,One-time,13.49,2024-02-16,Cheque,True,Social Media,Energy,Jungle Education Project
93423b4f-8add-46f9-9ccc-e19ff2335074,30-49,Male,Jeffery Nelson,jeffery.nelson684@outlook.com,UK,One-time,17.04,2025-01-18,Bank Transfer,True,Website,Technology,Habitat for Hope
83c5c510-0e08-4343-aea7-7ea8bc5ad195,50-65,Female,Angela Gilmore,angela.gilmore10@yahoo.com,UK,Monthly,124.78,2025-05-09,Bank Transfer,True,Social Media,Media & Communication,Wildlife Rescue Van Drive
0a76bd91-9e7f-47a7-b721-5daa5d975cdc,18-29,Male,Stephen Rodriguez,stephen.rodriguez171@charitymail.org,Netherlands,One-time,16.29,2024-03-11,Credit Card,False,Social Media,Real Estate,Jungle Education Project
236e9007-3468-4b6e-8609-0b78b5971e43,18-29,Male,Justin Jones,justin.jones464@charitymail.org,USA,Monthly,98.46,2025-06-04,Bank Transfer,False,Online advertising,Logistics,Wildlife Rescue Van Drive
df02774d-9482-442f-8095-3c13f06bffa4,50-65,Female,Ashley Mendoza,ashley.mendoza129@gmail.com,France,One-time,63.52,2025-05-19,Cheque,True,Social Media,Finance/Banking,Rescue Orphaned Gorillas
80e9b300-4471-4067-a5de-f08e5a4b4fdb,50-65,Male,Patrick Perez,patrick.perez550@yahoo.com,Brazil,One-time,59.84,2024-10-27,Credit Card,False,Social Media,Logistics,Rescue Orphaned Gorillas
d45e087f-86d4-4ba8-805f-08927c795dd9,50-65,Female,Amy Reed,amy.reed96@yahoo.com,UK,Monthly,52.36,2023-09-15,Cheque,False,Local event,Others,Jungle Education Project
5e3ece60-9ef6-499f-b3b4-daf34ad1d634,50-65,Male,Michael Patel,michael.patel813@outlook.com,Germany,One-time,31.82,2025-01-22,Bank Transfer,False,Website,Construction,Wildlife Rescue Van Drive
e24c724b-e453-44c2-b037-f0b710ccf85f,50-65,Male,Robert Everett,robert.everett527@charitymail.org,Finland,One-time,21.52,2024-05-17,Bank Transfer,True,Online advertising,Healthcare,Marine Mammal Defense Mission
2a2e1e6a-1bff-46f4-93b2-d1abf4e580aa,50-65,Male,Steven Roberts,steven.roberts299@gmail.com,France,One-time,5.17,2024-01-05,Credit Card,False,Online advertising,Construction,Rescue Orphaned Gorillas
05cf079e-a095-4c4d-b3bd-2348854bc8fa,30-49,Female,Kathleen Golden,kathleen.golden122@yahoo.com,South Africa,One-time,29.99,2024-01-18,Paypal,True,Website,Construction,Reforest the Sanctuary
057fdd20-a50a-4a29-bcda-835f71a0cff8,30-49,Male,Mr. Carlos Reed,mr..reed255@hotmail.com,Germany,Monthly,168.71,2024-01-17,Credit Card,True,Online advertising,Agriculture,Jungle Education Project
55fc0f2b-a509-49f1-8505-d91df28bffb9,50-65,Male,Shane Hall,shane.hall949@hotmail.com,South Africa,One-time,15.98,2024-04-13,Paypal,True,Newsletter,Hospitality,Marine Mammal Defense Mission
87b8f95c-b265-46c2-aa75-7eeb97e642d6,30-49,Female,Maria Nguyen,maria.nguyen983@charitymail.org,UK,Monthly,115.31,2025-02-22,Bank Transfer,True,Online advertising,Energy,Defend the Great Apes
ca0d72ce-2bf6-46c4-8e76-74e9ca12ba49,30-49,Male,Eric Anderson,eric.anderson646@gmail.com,USA,Monthly,176.89,2023-12-25,Credit Card,True,Online advertising,Nonprofit,Jungle Education Project
48cd42c0-5a66-419e-a5f9-80460c1d180e,50-65,Female,Tracy Carrillo,tracy.carrillo382@hotmail.com,France,Monthly,230.0,2024-05-16,Cheque,True,Social Media,Nonprofit,Marine Mammal Defense Mission
2ce4599d-f924-48c3-aea9-ef6c4905eb93,50-65,Female,Tammy Joseph,tammy.joseph72@gmail.com,France,One-time,132.1,2025-02-20,Cheque,False,Online advertising,Energy,Marine Mammal Defense Mission
fe67e8e9-0a88-46ca-9dee-4b6d3ce75d1e,30-49,Male,Melvin Hernandez,melvin.hernandez489@hotmail.com,Finland,Monthly,17.07,2024-02-04,Paypal,False,Word of mouth,Agriculture,Marine Mammal Defense Mission
aa61b32f-08e1-424e-b506-c24d8fff29f7,66-80,Male,David Lopez,david.lopez484@outlook.com,UK,One-time,5.51,2024-02-04,Cheque,True,Newsletter,Education,Habitat for Hope
1f19f85b-4d33-4569-889c-d33d299fff30,66-80,Male,Jake Fernandez,jake.fernandez696@charitymail.org,Netherlands,Monthly,17.62,2025-04-20,Cheque,False,Website,Media & Communication,Marine Mammal Defense Mission
27f31b78-51f9-4d77-ad85-0a6d75422851,30-49,Female,Kathryn Thomas,kathryn.thomas283@yahoo.com,Brazil,One-time,20.46,2023-06-21,Paypal,True,Social Media,Real Estate,Habitat for Hope
e55ec749-7952-45ad-8ba9-9d78b49875d0,50-65,Male,William Rivera,william.rivera363@outlook.com,France,One-time,33.89,2024-01-15,Cheque,False,Social Media,Environment,Marine Mammal Defense Mission
ba81d860-90b3-432d-8cb1-063d25a74338,50-65,Male,William Berry,william.berry562@gmail.com,Brazil,One-time,69.78,2025-04-10,Cheque,True,Word of mouth,Science & Research,Defend the Great Apes
ad91f456-23b1-4ebd-8a42-be3fe671d582,30-49,Male,Michael Dennis,michael.dennis148@hotmail.com,UK,Monthly,84.21,2024-07-24,Paypal,False,Online advertising,Government,Habitat for Hope
538cc0ca-17ac-47e9-9b7e-24ca722b4439,50-65,Male,James Randall,james.randall493@outlook.com,USA,Monthly,31.35,2023-07-28,Bank Transfer,True,Newsletter,Real Estate,Marine Mammal Defense Mission
321a6c3f-4726-4c24-8460-5896ef87bf0d,30-49,Male,Kevin Walker,kevin.walker863@yahoo.com,France,One-time,21.26,2023-07-04,Credit Card,False,Social Media,Healthcare,Defend the Great Apes
64f8f226-8304-41c2-b9d0-9e26165e55b5,30-49,Male,Jeremy Powers,jeremy.powers570@yahoo.com,Brazil,One-time,47.54,2023-11-07,Bank Transfer,False,Website,Law,Rescue Orphaned Gorillas
65c65c7b-5c6e-4f5a-aab1-33bae88ffab5,66-80,Male,Larry Harding,larry.harding306@outlook.com,Netherlands,One-time,49.58,2023-10-04,Credit Card,False,Social Media,Education,Wildlife Rescue Van Drive
4edeae5f-59f2-474c-984c-b0f748ded8be,30-49,Male,Jacob Watson,jacob.watson598@outlook.com,Germany,One-time,24.69,2025-06-01,Credit Card,True,Social Media,Arts & Culture,Habitat for Hope
6a6566e8-fe1a-4905-bdd4-c1f271b86ce0,50-65,Male,Brandon Luna,brandon.luna245@yahoo.com,Germany,One-time,15.96,2025-01-25,Paypal,False,Local event,Science & Research,Defend the Great Apes
6a089aa0-e57c-4c02-ba85-e4036c80444b,30-49,Male,Robert Waller,robert.waller854@gmail.com,USA,One-time,8.0,2023-09-28,Bank Transfer,False,Local event,Real Estate,Marine Mammal Defense Mission
867a211a-de16-4c17-bd06-a17979803efa,66-80,Male,Brandon Clark,brandon.clark572@outlook.com,USA,One-time,126.63,2025-06-08,Bank Transfer,True,Website,Real Estate,Wildlife Rescue Van Drive
a388ca32-68d2-4992-81b1-c62616a48bfa,50-65,Female,Toni Avila,toni.avila330@outlook.com,Finland,One-time,203.0,2025-04-16,Credit Card,False,Website,Education,Jungle Education Project
33028b32-230d-4680-aa35-0f17c157a761,30-49,Male,Justin Page,justin.page519@outlook.com,USA,One-time,12.45,2023-10-31,Bank Transfer,True,Newsletter,Healthcare,Jungle Education Project
95d03545-d5a7-4023-8d4f-6814d3850240,50-65,Male,Julian Williams,julian.williams504@gmail.com,Canada,One-time,17.87,2024-01-26,Cheque,False,Online advertising,Finance/Banking,Wildlife Rescue Van Drive
4cd7e6f7-433e-4d2c-a76e-1d6700a0586e,50-65,Female,Julie Johnson,julie.johnson867@hotmail.com,UK,One-time,22.34,2025-05-16,Paypal,True,Word of mouth,Others,Habitat for Hope
2deb57f9-6aca-4954-89a5-fd0de4871ab3,18-29,Other,Kaitlyn Valdez,kaitlyn.valdez565@hotmail.com,India,One-time,4.31,2024-06-11,Cheque,False,Word of mouth,Finance/Banking,Reforest the Sanctuary
f87ae6de-fe8c-4aab-be38-8a1946f7b20a,18-29,Male,David Wilson,david.wilson981@gmail.com,France,One-time,54.99,2023-08-05,Paypal,True,Online advertising,Hospitality,Habitat for Hope
af97fbd2-a0c4-4942-8206-7d80de4beb12,18-29,Female,Lauren Cunningham,lauren.cunningham757@yahoo.com,New Zealand,One-time,36.39,2024-05-30,Cheque,False,Social Media,Law,Habitat for Hope
42710779-d864-465a-847d-d58393447b2f,18-29,Male,Bryan Hunt,bryan.hunt299@charitymail.org,USA,One-time,5.49,2023-10-15,Cheque,True,Local event,Science & Research,Jungle Education Project
0d8a16f3-29ce-4bfa-9b7d-9d2d22aff503,30-49,Female,Emma Johns,emma.johns534@charitymail.org,France,One-time,8.7,2024-01-03,Paypal,False,Website,Others,Defend the Great Apes
a391ffdb-8794-4c7e-8aaa-7f994a34041e,50-65,Male,Thomas Kelly,thomas.kelly969@outlook.com,South Africa,Monthly,146.95,2025-05-02,Bank Transfer,False,Newsletter,Pharmaceuticals,Marine Mammal Defense Mission
2ac96b60-c0ac-430a-9948-7f821831b802,50-65,Male,Randall White,randall.white580@gmail.com,France,Monthly,147.57,2024-07-19,Bank Transfer,True,Local event,Consulting,Habitat for Hope
b2adffa6-af79-4d4a-857e-55cb4d131338,50-65,Male,Ronald Cohen,ronald.cohen878@charitymail.org,USA,Monthly,197.98,2024-11-02,Credit Card,True,Social Media,Logistics,Jungle Education Project
480afe9f-84a6-4693-a30f-1e69034d42fd,30-49,Male,Kevin Morrow,kevin.morrow208@yahoo.com,India,Monthly,120.03,2024-03-16,Cheque,False,Online advertising,Logistics,Marine Mammal Defense Mission
80ddb386-2790-492f-b7c6-bc5d1a380e8e,18-29,Male,Gerald Bartlett,gerald.bartlett40@outlook.com,New Zealand,Monthly,9.25,2023-11-26,Bank Transfer,True,Online advertising,Finance/Banking,Habitat for Hope
d89806fd-8691-4efe-b3d6-b9f2d4d7b0ca,50-65,Male,Steven Austin,steven.austin42@hotmail.com,UK,One-time,25.38,2024-07-10,Paypal,False,Online advertising,Construction,Defend the Great Apes
1dd73f1f-138e-48cc-aa81-04ad75e2c2fa,30-49,Female,Nicole Wilson,nicole.wilson420@gmail.com,USA,One-time,34.2,2025-02-05,Credit Card,False,Social Media,Science & Research,Reforest the Sanctuary
7122d7a0-d129-42d3-a396-6b835cd14b22,30-49,Female,Karen Collins,karen.collins355@charitymail.org,Brazil,Monthly,79.92,2025-03-29,Cheque,True,Newsletter,Healthcare,Reforest the Sanctuary
be94f1cb-075c-48eb-8dff-c9aab5bbabce,30-49,Male,Phillip Peterson,phillip.peterson751@gmail.com,USA,One-time,22.12,2025-02-02,Paypal,True,Social Media,Logistics,Wildlife Rescue Van Drive
35b823e4-2016-4e6d-8eb3-9f633a00c83e,30-49,Female,Shannon Thomas,shannon.thomas319@hotmail.com,UK,One-time,12.47,2023-09-21,Cheque,True,Online advertising,Real Estate,Habitat for Hope
7bf820f6-c652-4c3d-84d0-7f2913e675fd,50-65,Male,Michael Bowers,michael.bowers975@gmail.com,New Zealand,One-time,65.38,2024-12-22,Credit Card,False,Online advertising,Healthcare,Habitat for Hope
7815c7df-0f2c-41b7-97da-64cb83735f49,50-65,Male,Brian Mcguire,brian.mcguire199@yahoo.com,UK,One-time,34.13,2023-09-12,Bank Transfer,False,Website,Government,Reforest the Sanctuary
1fb0ef34-c849-4436-98b4-75b1c12a34f4,50-65,Male,Austin Contreras,austin.contreras680@outlook.com,France,One-time,16.87,2025-04-20,Credit Card,True,Local event,Energy,Rescue Orphaned Gorillas
254338df-173d-4030-877d-868859fe1c45,66-80,Male,Steven Lopez,steven.lopez97@hotmail.com,Germany,Monthly,35.93,2025-02-25,Cheque,False,Online advertising,Technology,Reforest the Sanctuary
c7e2a618-8029-43b1-9aea-544a291a4905,50-65,Male,Travis Bailey,travis.bailey243@charitymail.org,India,Monthly,110.86,2024-12-01,Bank Transfer,False,Website,Pharmaceuticals,Reforest the Sanctuary
8761f9da-0394-49c1-8363-f61f94009191,30-49,Female,Laura Garcia,laura.garcia865@yahoo.com,South Africa,One-time,16.75,2023-11-23,Paypal,True,Local event,Media & Communication,Defend the Great Apes
b9b07ec4-f93c-4859-811b-b34889811f35,30-49,Female,Diane Winters,diane.winters67@gmail.com,Australia,One-time,28.02,2023-08-29,Paypal,True,Newsletter,Energy,Reforest the Sanctuary
2f64672f-96e1-4522-b2b8-d6985dd0855c,30-49,Female,Kathy Zimmerman,kathy.zimmerman920@charitymail.org,France,One-time,26.84,2024-05-04,Cheque,False,Local event,Agriculture,Reforest the Sanctuary
83a5f421-36da-493a-ac91-4882612e73c7,18-29,Male,Christopher Kelly,christopher.kelly394@outlook.com,USA,One-time,28.11,2023-12-01,Credit Card,False,Local event,Technology,Jungle Education Project
7eedcc65-22cb-4720-850c-ddfd1c3dae19,18-29,Female,Victoria Martinez,victoria.martinez260@outlook.com,USA,Monthly,53.02,2024-12-26,Bank Transfer,False,Word of mouth,Science & Research,Jungle Education Project
628103f0-1d9f-4f25-be63-f65453ff5f1f,30-49,Female,Kristin Williams,kristin.williams805@gmail.com,Germany,Monthly,114.75,2024-01-11,Cheque,False,Local event,Arts & Culture,Marine Mammal Defense Mission
6843a5c3-8dcd-4e9b-b9d2-d74a71a71782,30-49,Male,Eric Cherry,eric.cherry1@yahoo.com,India,One-time,36.65,2024-01-16,Paypal,True,Local event,Pharmaceuticals,Reforest the Sanctuary
f067ad82-79c5-445a-8d6c-78ddd74f9844,50-65,Female,Chelsea Jones,chelsea.jones39@gmail.com,USA,One-time,15.0,2024-10-26,Cheque,True,Website,Logistics,Habitat for Hope
85cd3384-7024-4792-a578-7d0c1aec8b70,50-65,Female,Yvonne Vasquez,yvonne.vasquez969@gmail.com,USA,One-time,71.85,2024-10-11,Credit Card,False,Word of mouth,Pharmaceuticals,Jungle Education Project
bdce7f65-1a0a-4680-ba42-156e972ec23e,30-49,Female,Briana Morales,briana.morales808@hotmail.com,USA,Monthly,54.21,2025-04-24,Paypal,False,Online advertising,Nonprofit,Wildlife Rescue Van Drive
677f7c73-fd9b-4af3-9812-5123984f5a56,30-49,Female,Amy Hester MD,amy.md66@charitymail.org,Germany,One-time,42.31,2023-09-15,Paypal,True,Online advertising,Energy,Rescue Orphaned Gorillas
97f971d5-94f8-4e6c-8416-c07cb6a787b1,50-65,Male,Neil Ramirez,neil.ramirez101@hotmail.com,Canada,One-time,16.92,2024-01-03,Paypal,True,Word of mouth,Government,Rescue Orphaned Gorillas
f33c4c36-9a69-4cad-aaab-583079cfc04f,30-49,Female,Maria Ross,maria.ross650@hotmail.com,USA,One-time,5.13,2024-04-08,Bank Transfer,False,Online advertising,Law,Defend the Great Apes
7d457a09-402d-45e8-9f47-d9021ba84a91,50-65,Female,Diana Tate,diana.tate353@hotmail.com,USA,One-time,7.07,2024-06-15,Credit Card,True,Newsletter,Environment,Jungle Education Project
7f85c4e7-1177-4f21-948f-5ba30d87bc72,66-80,Female,Brandy Garcia,brandy.garcia113@charitymail.org,Australia,One-time,5.42,2024-10-25,Paypal,True,Online advertising,Science & Research,Defend the Great Apes
c29a988f-18a9-4210-9f8c-2c519f3936a5,30-49,Female,Mrs. Meghan Hernandez,mrs..hernandez765@gmail.com,USA,One-time,7.47,2023-08-12,Cheque,True,Website,Construction,Rescue Orphaned Gorillas
7f764fce-a97e-4131-8b26-f0a333b1cca4,66-80,Other,Patricia Sparks,patricia.sparks654@hotmail.com,UK,Monthly,65.33,2024-06-10,Bank Transfer,True,Online advertising,Science & Research,Defend the Great Apes
c3933447-f3dc-40bf-8486-0bee8bef4a76,18-29,Female,Gwendolyn Heath,gwendolyn.heath770@yahoo.com,UK,One-time,214.33,2023-07-11,Bank Transfer,True,Word of mouth,Consulting,Marine Mammal Defense Mission
714b5c03-6057-47cf-9a55-f8255086f384,30-49,Male,Thomas Reyes,thomas.reyes446@outlook.com,Canada,One-time,41.51,2024-05-19,Bank Transfer,False,Website,Agriculture,Wildlife Rescue Van Drive
2a055b69-b4c0-4bdf-a27b-b6c44d945434,50-65,Male,Justin Dalton,justin.dalton427@outlook.com,France,One-time,131.97,2024-06-11,Bank Transfer,True,Local event,Agriculture,Wildlife Rescue Van Drive
7d94ed9f-acce-493e-91a0-7ef21c007554,50-65,Female,Michelle Freeman,michelle.freeman70@charitymail.org,UK,Monthly,19.26,2024-10-12,Cheque,False,Online advertising,Retail,Wildlife Rescue Van Drive
0e44c9dc-81b6-4c87-a803-feb5dab6c73d,50-65,Male,Kenneth Alvarez,kenneth.alvarez334@charitymail.org,Australia,One-time,54.86,2024-03-30,Cheque,True,Online advertising,Consulting,Reforest the Sanctuary
48d0e602-fa4f-4ba8-8437-6d895a4eb9f3,66-80,Male,Wesley Jensen,wesley.jensen847@yahoo.com,France,Monthly,17.15,2024-02-07,Bank Transfer,False,Newsletter,Agriculture,Habitat for Hope
957edc3c-bdf7-44c8-8f3e-e4aa594ffd27,18-29,Female,Amanda Hood,amanda.hood707@outlook.com,France,One-time,10.99,2023-07-07,Cheque,True,Social Media,Media & Communication,Habitat for Hope
697437ea-5b7c-47e8-bdf0-2450585b4b17,18-29,Female,Gloria Davis,gloria.davis209@gmail.com,Canada,Monthly,39.95,2024-02-29,Paypal,False,Social Media,Healthcare,Defend the Great Apes
b020321b-e90f-4137-95be-bdd097b027ce,66-80,Male,David Wong,david.wong993@yahoo.com,South Africa,Monthly,24.77,2023-08-04,Credit Card,False,Website,Law,Wildlife Rescue Van Drive
a863782e-75fe-4857-8991-946d537c64b0,66-80,Female,Gail Smith,gail.smith127@outlook.com,France,One-time,25.27,2025-03-10,Credit Card,False,Website,Others,Marine Mammal Defense Mission
05b149a0-9686-4676-b83e-40abb22a55a6,50-65,Female,Stephanie Adams,stephanie.adams506@charitymail.org,India,One-time,125.69,2025-06-07,Cheque,True,Online advertising,Education,Defend the Great Apes
b0dc75fb-199d-4089-bd05-121cceee7d65,30-49,Female,Jeanette Armstrong,jeanette.armstrong306@hotmail.com,South Africa,One-time,2.03,2024-10-23,Paypal,True,Local event,Energy,Habitat for Hope
4cad66c5-9d65-4c03-aaa8-14da56ec0e55,30-49,Other,Jonathan Hubbard,jonathan.hubbard405@outlook.com,UK,Monthly,73.24,2024-03-09,Credit Card,False,Word of mouth,Technology,Jungle Education Project
